,Games name,Platforms,Multiplatform,Reviewers,Unnamed: 3,Positive percent,Comment,Released,Day_since_release,Price,Discount,On_sale,Discounted price,Type,URL,All_tags
1855,Faeria,"Win, Mac, Linux",1,1321.0,1321,84,Very Positive,"8 Mar, 2017",2395,"19,99€",0.0,0,"19,99€",Card Game,https://store.steampowered.com/app/397060/Faeria/?snr=1_7_7_240_150_20,"Card Game, Strategy, Massively Multiplayer"
1856,Total War: ROME II - Daughters of Mars Unit Pack,Win,0,204.0,0,0,,"14 Aug, 2014",3332,"2,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/297830/Total_War_ROME_II__Daughters_of_Mars_Unit_Pack/?snr=1_7_7_240_150_20,Strategy
1857,Quiplash,"Win, Mac, Linux",1,862.0,862,93,Very Positive,"30 Jun, 2015",3012,"9,99€",0.0,0,"9,99€",Casual,https://store.steampowered.com/app/351510/Quiplash/?snr=1_7_7_240_150_20,"Casual, Multiplayer, Comedy"
1858,Knights and Merchants,"Win, Mac, Linux",1,2361.0,2361,86,Very Positive,"14 Oct, 2013",3636,"6,99€",0.0,0,"6,99€",Strategy,https://store.steampowered.com/app/253900/Knights_and_Merchants/?snr=1_7_7_240_150_20,"Strategy, Colony Sim, Medieval"
1859,Nuclear War Simulator,Win,0,121.0,0,0,,"2 Feb, 2023",238,"28,99€",0.0,0,"28,99€",Simulation,https://store.steampowered.com/app/1603940/Nuclear_War_Simulator/?snr=1_7_7_240_150_20,"Simulation, Realistic, Modern"
1860,Home Sweet Home : Online,Win,0,1096.0,0,0,,"21 Jun, 2023",99,0,100.0,1,0,Action,https://store.steampowered.com/app/2334220/Home_Sweet_Home__Online/?snr=1_7_7_240_150_20,"Action, Strategy, Survival Horror"
1861,Computer Tycoon,"Win, Mac",1,790.0,790,84,Very Positive,"12 Oct, 2017",2177,"16,79€",0.0,0,"16,79€",Simulation,https://store.steampowered.com/app/686680/Computer_Tycoon/?snr=1_7_7_240_150_20,"Simulation, Management, Economy"
1862,Pro Cycling Manager 2023,Win,0,192.0,0,0,,"8 Jun, 2023",112,"39,99€",0.0,0,"39,99€",Simulation,https://store.steampowered.com/app/2063610/Pro_Cycling_Manager_2023/?snr=1_7_7_240_150_20,"Simulation, Sports, Multiplayer"
1863,ENDLESS™ Legend - Symbiosis,"Win, Mac",1,69.0,0,0,,"24 Jan, 2019",1708,"12,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/988450/ENDLESS_Legend__Symbiosis/?snr=1_7_7_240_150_20,"Strategy, RPG, 4X"
1864,Train Valley 2 - The Pandeia Project,"Win, Mac, Linux",1,12.0,12,83,Positive,"13 Jul, 2023",77,"5,99€",0.0,0,"5,99€",Strategy,https://store.steampowered.com/app/2440700/Train_Valley_2__The_Pandeia_Project/?snr=1_7_7_240_150_20,"Strategy, Adventure, Indie"
1865,Immersion Pack - Europa Universalis IV: Rule Britannia,"Win, Mac, Linux",1,233.0,233,72,Mostly Positive,"20 Mar, 2018",2018,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/760070/Immersion_Pack__Europa_Universalis_IV_Rule_Britannia/?snr=1_7_7_240_150_20,"Strategy, Simulation, Grand Strategy"
1866,Cities: Skylines - Content Creator Pack: Art Deco,"Win, Mac, Linux",1,150.0,0,0,,"1 Sep, 2016",2583,"4,99€",100.0,1,0,Simulation,https://store.steampowered.com/app/515190/Cities_Skylines__Content_Creator_Pack_Art_Deco/?snr=1_7_7_240_150_20,"Simulation, Strategy, City Builder"
1867,Railroad Corporation,Win,0,912.0,912,75,Mostly Positive,"18 Nov, 2019",1410,"33,99€",0.0,0,"33,99€",Strategy,https://store.steampowered.com/app/797400/Railroad_Corporation/?snr=1_7_7_240_150_20,"Strategy, Trains, Management"
1868,Popup Dungeon,Win,0,566.0,566,81,Very Positive,"12 Aug, 2020",1142,"24,99€",0.0,0,"24,99€",RPG,https://store.steampowered.com/app/349730/Popup_Dungeon/?snr=1_7_7_240_150_20,"RPG, Strategy, Indie"
1869,Ultimate Admiral: Age of Sail,Win,0,1634.0,1634,79,Mostly Positive,"7 Apr, 2021",904,"28,99€",0.0,0,"28,99€",Strategy,https://store.steampowered.com/app/1069650/Ultimate_Admiral_Age_of_Sail/?snr=1_7_7_240_150_20,"Strategy, Simulation, Indie"
1870,Draft of Darkness,"Win, Linux",1,132.0,132,94,Very Positive,"23 Aug, 2023",36,"14,79€",0.0,0,"14,79€",Roguelike Deckbuilder,https://store.steampowered.com/app/1380650/Draft_of_Darkness/?snr=1_7_7_240_150_20,"Roguelike Deckbuilder, Survival Horror, Dungeon Crawler"
1871,Age of Wonders: Planetfall - Revelations,"Win, Mac",1,58.0,58,82,Very Positive,"19 Nov, 2019",1409,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/1137800/Age_of_Wonders_Planetfall__Revelations/?snr=1_7_7_240_150_20,Strategy
1872,Expansion - Europa Universalis IV: Wealth of Nations,"Win, Mac, Linux",1,136.0,0,0,,"29 May, 2014",3409,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/279620/Expansion__Europa_Universalis_IV_Wealth_of_Nations/?snr=1_7_7_240_150_20,"Strategy, Simulation, Grand Strategy"
1873,Creeper World: Anniversary Edition,"Win, Mac",1,653.0,653,97,Overwhelmingly Positive,"16 Nov, 2016",2507,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/422910/Creeper_World_Anniversary_Edition/?snr=1_7_7_240_150_20,"Strategy, Indie, Simulation"
1874,Banners of Ruin - Moonstone,Win,0,17.0,17,82,Positive,"6 Dec, 2022",296,"2,99€",0.0,0,"2,99€",Strategy,https://store.steampowered.com/app/2191860/Banners_of_Ruin__Moonstone/?snr=1_7_7_240_150_20,"Strategy, RPG"
1875,MiG-29 for DCS World,Win,0,112.0,112,83,Very Positive,"24 Oct, 2018",1800,"13,99€",0.0,0,"13,99€",Simulation,https://store.steampowered.com/app/957110/MiG29_for_DCS_World/?snr=1_7_7_240_150_20,"Simulation, Military, VR"
1876,This Means Warp,Win,0,310.0,310,80,Very Positive,"4 May, 2023",147,"19,50€",0.0,0,"19,50€",Survival,https://store.steampowered.com/app/1269300/This_Means_Warp/?snr=1_7_7_240_150_20,"Survival, Online Co-Op, Space"
1877,The Pegasus Expedition,Win,0,126.0,126,75,Mostly Positive,"20 Jun, 2023",100,"19,99€",0.0,0,"19,99€",Grand Strategy,https://store.steampowered.com/app/1521070/The_Pegasus_Expedition/?snr=1_7_7_240_150_20,"Grand Strategy, Strategy, Space"
1878,Screeps: Arena,"Win, Mac, Linux",1,64.0,64,84,Very Positive,"7 Apr, 2022",539,"16,79€",0.0,0,"16,79€",Early Access,https://store.steampowered.com/app/1137320/Screeps_Arena/?snr=1_7_7_240_150_20,"Early Access, Programming, Strategy"
1879,Captain of Industry - Supporter edition upgrade,Win,0,18.0,18,100,Positive,"31 May, 2022",485,"8,39€",0.0,0,"8,39€",Simulation,https://store.steampowered.com/app/2004740/Captain_of_Industry__Supporter_edition_upgrade/?snr=1_7_7_240_150_20,"Simulation, Strategy, Indie"
1880,Boris and the Dark Survival,"Win, Mac",1,2632.0,2632,91,Very Positive,"10 Feb, 2020",1326,"2,39€",0.0,0,"2,39€",Action,https://store.steampowered.com/app/1236990/Boris_and_the_Dark_Survival/?snr=1_7_7_240_150_20,"Action, Adventure, Horror"
1881,Cossacks: Back to War,Win,0,2116.0,2116,88,Very Positive,"2 Sep, 2010",4774,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/4850/Cossacks_Back_to_War/?snr=1_7_7_240_150_20,"Strategy, Classic, RTS"
1882,Railway Empire - Japan,"Win, Linux",1,51.0,51,80,Very Positive,"7 May, 2021",874,"12,99€",0.0,0,"12,99€",Simulation,https://store.steampowered.com/app/1479630/Railway_Empire__Japan/?snr=1_7_7_240_150_20,"Simulation, Strategy, Trains"
1883,Quiplash 2 InterLASHional,"Win, Mac, Linux",1,280.0,280,92,Very Positive,"8 Apr, 2020",1268,"9,99€",0.0,0,"9,99€",Indie,https://store.steampowered.com/app/1111940/Quiplash_2_InterLASHional/?snr=1_7_7_240_150_20,"Indie, Casual, Strategy"
1884,Rising Storm 2: Vietnam - Sgt Joe's Support Bundle DLC,Win,0,54.0,54,98,Very Positive,"17 Jun, 2019",1564,"14,99€",0.0,0,"14,99€",Massively Multiplayer,https://store.steampowered.com/app/1042390/Rising_Storm_2_Vietnam__Sgt_Joes_Support_Bundle_DLC/?snr=1_7_7_240_150_20,"Massively Multiplayer, Simulation, Action"
1885,Shadowrun: Hong Kong - Extended Edition,"Win, Mac, Linux",1,3225.0,3225,86,Very Positive,"20 Aug, 2015",2961,"19,99€",0.0,0,"19,99€",RPG,https://store.steampowered.com/app/346940/Shadowrun_Hong_Kong__Extended_Edition/?snr=1_7_7_240_150_20,"RPG, Cyberpunk, Turn-Based"
1886,Age of Empires III: Definitive Edition – Hero Cosmetic Pack – Vol. 1,Win,0,65.0,65,87,Very Positive,"18 Oct, 2022",345,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/2154362/Age_of_Empires_III_Definitive_Edition__Hero_Cosmetic_Pack__Vol_1/?snr=1_7_7_240_150_20,Strategy
1887,Squad - R&R Pack,Win,0,125.0,125,84,Very Positive,"8 Feb, 2023",232,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/2222342/Squad__RR_Pack/?snr=1_7_7_240_150_20,"Strategy, Massively Multiplayer, Indie"
1888,On The Road - Truck Simulator,"Win, Mac",1,844.0,0,0,,"14 Nov, 2019",1414,"24,95€",0.0,0,"24,95€",Automobile Sim,https://store.steampowered.com/app/285380/On_The_Road__Truck_Simulator/?snr=1_7_7_240_150_20,"Automobile Sim, Simulation, Casual"
1889,Crying Suns,"Win, Mac",1,2643.0,2643,86,Very Positive,"18 Sep, 2019",1471,"20,99€",0.0,0,"20,99€",Strategy,https://store.steampowered.com/app/873940/Crying_Suns/?snr=1_7_7_240_150_20,"Strategy, Space, Indie"
1890,Squad - Grunt Pack,Win,0,89.0,89,84,Very Positive,"8 Feb, 2023",232,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/2222341/Squad__Grunt_Pack/?snr=1_7_7_240_150_20,"Strategy, Action, Massively Multiplayer"
1891,Bastard Bonds,Win,0,662.0,662,88,Very Positive,"15 Jun, 2016",2661,"8,99€",0.0,0,"8,99€",Nudity,https://store.steampowered.com/app/486720/Bastard_Bonds/?snr=1_7_7_240_150_20,"Nudity, RPG, LGBTQ+"
1892,Steel Division 2 - Nemesis #2 - Lvov Offensive,Win,0,45.0,45,75,Mostly Positive,"19 Nov, 2020",1043,"4,99€",0.0,0,"4,99€",Indie,https://store.steampowered.com/app/1418230/Steel_Division_2__Nemesis_2__Lvov_Offensive/?snr=1_7_7_240_150_20,"Indie, Simulation, Strategy"
1893,La Pucelle: Ragnarok,Win,0,45.0,45,93,Positive,"30 Aug, 2022",394,"19,99€",0.0,0,"19,99€",RPG,https://store.steampowered.com/app/1866420/La_Pucelle_Ragnarok/?snr=1_7_7_240_150_20,"RPG, Tactical RPG, Turn-Based Tactics"
1894,Rock of Ages,Win,0,2882.0,2882,91,Very Positive,"7 Sep, 2011",4404,"9,99€",0.0,0,"9,99€",Comedy,https://store.steampowered.com/app/22230/Rock_of_Ages/?snr=1_7_7_240_150_20,"Comedy, Strategy, Indie"
1895,Untamed Tactics,"Win, Mac",1,64.0,64,89,Very Positive,"28 Aug, 2023",31,"19,99€",0.0,0,"19,99€",Tactical RPG,https://store.steampowered.com/app/1538900/Untamed_Tactics/?snr=1_7_7_240_150_20,"Tactical RPG, Turn-Based Tactics, Turn-Based Combat"
1896,Nebuchadnezzar,"Win, Linux",1,1192.0,1192,80,Very Positive,"17 Feb, 2021",953,"19,99€",0.0,0,"19,99€",City Builder,https://store.steampowered.com/app/1157220/Nebuchadnezzar/?snr=1_7_7_240_150_20,"City Builder, Sandbox, Building"
1897,侠客风云传(Tale of Wuxia),Win,0,5591.0,5591,75,Mostly Positive,"28 Apr, 2016",2709,"16,99€",0.0,0,"16,99€",RPG,https://store.steampowered.com/app/377530/Tale_of_Wuxia/?snr=1_7_7_240_150_20,"RPG, Martial Arts, Strategy"
1898,D&D Lords of Waterdeep,"Win, Mac",1,1288.0,1288,94,Very Positive,"1 Sep, 2017",2218,"8,19€",0.0,0,"8,19€",Strategy,https://store.steampowered.com/app/644390/DD_Lords_of_Waterdeep/?snr=1_7_7_240_150_20,"Strategy, Board Game, Tabletop"
1899,[Chilla's Art] Stigmatized Property | 事故物件,Win,0,897.0,897,81,Very Positive,"25 Oct, 2019",1434,"2,99€",0.0,0,"2,99€",Indie,https://store.steampowered.com/app/1162680/Chillas_Art_Stigmatized_Property/?snr=1_7_7_240_150_20,"Indie, Adventure, Casual"
1900,Hexcells Infinite,"Win, Mac, Linux",1,3414.0,3414,97,Overwhelmingly Positive,"1 Sep, 2014",3314,"4,99€",0.0,0,"4,99€",Puzzle,https://store.steampowered.com/app/304410/Hexcells_Infinite/?snr=1_7_7_240_150_20,"Puzzle, Casual, Indie"
1901,TOSS!🍌,Win,0,18.0,18,100,Positive,"7 Sep, 2023",21,"19,99€",0.0,0,"19,99€",Indie,https://store.steampowered.com/app/1270460/TOSS/?snr=1_7_7_240_150_20,"Indie, Platformer, Fast-Paced"
1902,Supreme Ruler Ultimate,"Win, Mac",1,1088.0,1088,77,Mostly Positive,"17 Oct, 2014",3268,"69,97€",75.0,1,"17,49€",Grand Strategy,https://store.steampowered.com/app/314980/Supreme_Ruler_Ultimate/?snr=1_7_7_240_150_20,"Grand Strategy, Tactical, Military"
1903,Port Royale 3,Win,0,1022.0,1022,73,Mostly Positive,"4 May, 2012",4164,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/205610/Port_Royale_3/?snr=1_7_7_240_150_20,"Strategy, Trading, Simulation"
1904,"Warhammer 40,000: Mechanicus - Upgrade to Omnissiah Edition","Win, Mac, Linux",1,47.0,47,87,Positive,"15 Nov, 2018",1778,"6,89€",0.0,0,"6,89€",Strategy,https://store.steampowered.com/app/916250/Warhammer_40000_Mechanicus__Upgrade_to_Omnissiah_Edition/?snr=1_7_7_240_150_20,Strategy
1905,Fishing Sim World®: Pro Tour,Win,0,759.0,759,78,Mostly Positive,"18 Sep, 2018",1836,"19,99€",0.0,0,"19,99€",Simulation,https://store.steampowered.com/app/834280/Fishing_Sim_World_Pro_Tour/?snr=1_7_7_240_150_20,"Simulation, Fishing, Sports"
1906,Wargame: European Escalation,"Win, Mac, Linux",1,2413.0,2413,75,Mostly Positive,"22 Feb, 2012",4236,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/58610/Wargame_European_Escalation/?snr=1_7_7_240_150_20,"Strategy, RTS, Military"
1907,Arma II: DayZ Mod,Win,0,7449.0,431,81,Very Positive,"21 Feb, 2013",3871,0,100.0,1,0,Zombies,https://store.steampowered.com/app/224580/Arma_II_DayZ_Mod/?snr=1_7_7_240_150_20,"Zombies, Survival, Action"
1908,[Chilla's Art] Missing Children | 行方不明,Win,0,379.0,379,86,Very Positive,"12 Jun, 2020",1203,"2,99€",0.0,0,"2,99€",Indie,https://store.steampowered.com/app/1306620/Chillas_Art_Missing_Children/?snr=1_7_7_240_150_20,"Indie, Casual, Adventure"
1909,Transport INC,"Win, Mac",1,755.0,755,73,Mostly Positive,"27 Aug, 2020",1127,"9,99€",0.0,0,"9,99€",Sandbox,https://store.steampowered.com/app/936500/Transport_INC/?snr=1_7_7_240_150_20,"Sandbox, Realistic, Casual"
1910,Farmer's Dynasty,Win,0,2888.0,2888,78,Mostly Positive,"21 Nov, 2019",1407,"29,99€",0.0,0,"29,99€",Simulation,https://store.steampowered.com/app/678900/Farmers_Dynasty/?snr=1_7_7_240_150_20,"Simulation, Farming Sim, Life Sim"
1911,Mighty Switch Force! Collection,Win,0,62.0,62,98,Very Positive,"25 Jul, 2019",1526,"16,79€",0.0,0,"16,79€",Action,https://store.steampowered.com/app/832320/Mighty_Switch_Force_Collection/?snr=1_7_7_240_150_20,"Action, Indie, Strategy"
1912,Close Combat: The Longest Day,Win,0,67.0,67,76,Mostly Positive,"2 Jun, 2020",1213,"38,99€",0.0,0,"38,99€",Strategy,https://store.steampowered.com/app/1272130/Close_Combat_The_Longest_Day/?snr=1_7_7_240_150_20,"Strategy, Simulation, RTS"
1913,Iron Danger,Win,0,475.0,475,75,Mostly Positive,"25 Mar, 2020",1282,"19,99€",0.0,0,"19,99€",Puzzle,https://store.steampowered.com/app/899310/Iron_Danger/?snr=1_7_7_240_150_20,"Puzzle, Turn-Based Tactics, Turn-Based Strategy"
1914,Baldur's Gate: Faces of Good and Evil,"Win, Mac, Linux",1,78.0,0,0,,"14 Aug, 2017",2236,"1,99€",0.0,0,"1,99€",RPG,https://store.steampowered.com/app/687500/Baldurs_Gate_Faces_of_Good_and_Evil/?snr=1_7_7_240_150_20,"RPG, Strategy"
1915,Real Pool 3D - Poolians,Win,0,9952.0,9952,78,Mostly Positive,"4 Jan, 2018",2093,0,100.0,1,0,Pool,https://store.steampowered.com/app/670290/Real_Pool_3D__Poolians/?snr=1_7_7_240_150_20,"Pool, Sports, Free to Play"
1916,"Cook, Serve, Delicious!","Win, Mac, Linux",1,3509.0,3509,95,Overwhelmingly Positive,"8 Oct, 2013",3642,"9,99€",0.0,0,"9,99€",Indie,https://store.steampowered.com/app/247020/Cook_Serve_Delicious/?snr=1_7_7_240_150_20,"Indie, Time Management, Typing"
1917,TransOcean: The Shipping Company,"Win, Mac",1,731.0,731,72,Mostly Positive,"23 Sep, 2014",3292,"19,99€",100.0,1,0,Simulation,https://store.steampowered.com/app/289930/TransOcean_The_Shipping_Company/?snr=1_7_7_240_150_20,"Simulation, Strategy, Management"
1918,Cultist Simulator: The Exile,"Win, Mac, Linux",1,149.0,149,75,Mostly Positive,"27 May, 2020",1219,"8,99€",0.0,0,"8,99€",Simulation,https://store.steampowered.com/app/1259930/Cultist_Simulator_The_Exile/?snr=1_7_7_240_150_20,"Simulation, RPG, Indie"
1919,Shadow Tactics: Blades of the Shogun - Official Soundtrack,Music,0,42.0,42,95,Positive,"20 Dec, 2016",2473,"2,99€",0.0,0,"2,99€",Indie,https://store.steampowered.com/app/556900/Shadow_Tactics_Blades_of_the_Shogun__Official_Soundtrack/?snr=1_7_7_240_150_20,"Indie, Strategy, Soundtrack"
1920,shapez - Puzzle DLC,"Win, Mac, Linux",1,48.0,48,79,Mostly Positive,"22 Jun, 2021",828,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/1625400/shapez__Puzzle_DLC/?snr=1_7_7_240_150_20,"Strategy, Indie, Casual"
1921,Order of Battle: Winter War,"Win, Mac",1,32.0,32,93,Positive,"21 Jul, 2016",2625,"14,79€",0.0,0,"14,79€",Strategy,https://store.steampowered.com/app/458860/Order_of_Battle_Winter_War/?snr=1_7_7_240_150_20,"Strategy, Simulation, World War II"
1922,Order of Battle: Winter War,"Win, Mac",1,32.0,32,93,Positive,"21 Jul, 2016",2625,"14,79€",0.0,0,"14,79€",Strategy,https://store.steampowered.com/app/458860/Order_of_Battle_Winter_War/?snr=1_7_7_240_150_21,"Strategy, Simulation, World War II"
1923,Conan Unconquered,Win,0,1073.0,1073,71,Mostly Positive,"29 May, 2019",1583,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/989690/Conan_Unconquered/?snr=1_7_7_240_150_21,"Strategy, RTS, City Builder"
1924,Pro Wrestling Sim,"Win, Mac, Linux",1,276.0,276,97,Very Positive,"29 Mar, 2021",913,"19,50€",100.0,1,0,Simulation,https://store.steampowered.com/app/1157700/Pro_Wrestling_Sim/?snr=1_7_7_240_150_21,"Simulation, Strategy, Wrestling"
1925,Expansion - Crusader Kings II: Rajas of India,"Win, Mac, Linux",1,72.0,0,0,,"25 Mar, 2014",3474,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/279600/Expansion__Crusader_Kings_II_Rajas_of_India/?snr=1_7_7_240_150_21,"Strategy, RPG, Simulation"
1926,Cracking the Cryptic,"Win, Mac",1,111.0,111,90,Very Positive,"1 Aug, 2022",423,0,100.0,1,0,Casual,https://store.steampowered.com/app/2085970/Cracking_the_Cryptic/?snr=1_7_7_240_150_21,"Casual, Strategy, Board Game"
1927,Jagged Alliance 1: Gold Edition,"Win, Mac, Linux",1,133.0,133,94,Very Positive,"23 Apr, 2014",3445,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/283270/Jagged_Alliance_1_Gold_Edition/?snr=1_7_7_240_150_21,"Strategy, RPG, Classic"
1928,Vestaria Saga II: The Sacred Sword of Silvanister,Win,0,166.0,166,92,Very Positive,"28 Jul, 2022",427,"16,79€",0.0,0,"16,79€",Tactical RPG,https://store.steampowered.com/app/1811600/Vestaria_Saga_II_The_Sacred_Sword_of_Silvanister/?snr=1_7_7_240_150_21,"Tactical RPG, Turn-Based Tactics, Strategy RPG"
1929,Torment: Tides of Numenera,"Win, Mac, Linux",1,1836.0,1836,71,Mostly Positive,"27 Feb, 2017",2404,"29,99€",0.0,0,"29,99€",RPG,https://store.steampowered.com/app/272270/Torment_Tides_of_Numenera/?snr=1_7_7_240_150_21,"RPG, Isometric, Story Rich"
1930,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,Win,0,2854.0,2854,81,Very Positive,"24 Mar, 2020",1283,"39,99€",100.0,1,0,Simulation,https://store.steampowered.com/app/1150640/YuGiOh_Legacy_of_the_Duelist__Link_Evolution/?snr=1_7_7_240_150_21,"Simulation, Trading Card Game, Multiplayer"
1931,Train World,Win,0,17.0,17,94,Positive,"20 Jul, 2023",70,"33,99€",0.0,0,"33,99€",Simulation,https://store.steampowered.com/app/2132350/Train_World/?snr=1_7_7_240_150_21,"Simulation, Strategy, Trains"
1932,"Warhammer 40,000: Gladius - Escalation Pack","Win, Linux",1,19.0,19,78,Mostly Positive,"1 Jun, 2022",484,"6,89€",0.0,0,"6,89€",Strategy,https://store.steampowered.com/app/2006870/Warhammer_40000_Gladius__Escalation_Pack/?snr=1_7_7_240_150_21,Strategy
1933,Shadowrun: Dragonfall - Director's Cut,"Win, Mac, Linux",1,4870.0,4870,89,Very Positive,"18 Sep, 2014",3297,"14,99€",0.0,0,"14,99€",RPG,https://store.steampowered.com/app/300550/Shadowrun_Dragonfall__Directors_Cut/?snr=1_7_7_240_150_21,"RPG, Cyberpunk, Turn-Based"
1934,Expansion - Crusader Kings II: The Reaper's Due,"Win, Mac, Linux",1,325.0,325,87,Very Positive,"25 Aug, 2016",2590,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/449980/Expansion__Crusader_Kings_II_The_Reapers_Due/?snr=1_7_7_240_150_21,"Strategy, RPG, Simulation"
1935,Ultimate Epic Battle Simulator,Win,0,8180.0,8180,77,Mostly Positive,"1 Jun, 2017",2310,"12,49€",0.0,0,"12,49€",Simulation,https://store.steampowered.com/app/616560/Ultimate_Epic_Battle_Simulator/?snr=1_7_7_240_150_21,"Simulation, Sandbox, War"
1936,Close Combat: Wacht am Rhein,Win,0,57.0,57,84,Very Positive,"7 May, 2020",1239,"38,99€",0.0,0,"38,99€",Strategy,https://store.steampowered.com/app/1272110/Close_Combat_Wacht_am_Rhein/?snr=1_7_7_240_150_21,"Strategy, Simulation, World War II"
1937,Balrum,"Win, Mac, Linux",1,574.0,574,78,Mostly Positive,"29 Feb, 2016",2768,"14,99€",0.0,0,"14,99€",RPG,https://store.steampowered.com/app/424250/Balrum/?snr=1_7_7_240_150_21,"RPG, Adventure, Crafting"
1938,Scribblenauts Unmasked: A DC Comics Adventure,Win,0,1725.0,1725,82,Very Positive,"24 Sep, 2013",3656,"19,99€",0.0,0,"19,99€",Adventure,https://store.steampowered.com/app/249870/Scribblenauts_Unmasked_A_DC_Comics_Adventure/?snr=1_7_7_240_150_21,"Adventure, Superhero, Action"
